country,var,code,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015
DE,Iq_OMach,62-63,,,,,,,,,,,,,,,,,,,,,,,,,,397.724996075019,504.930793421839,634.411035707266,843.352717054427,1275.65655796724,1647.64798656461,2380.8336231016,1217.26190498893,1494.11984171183,1470.11249677396,1506.55012862826,1287.23518805602,1449.93128245027,1566.02486554583,1317.92553701304,1479.73809533443,1677.68219982836,1868.35260172377,1966.53396650863,1959.7226864362,1812.67074568879
DE,Iq_OMach,K,,,,,,,,,,,,,,,,,,,,,,,,,,1099.71790921685,1004.26689673705,936.300752682003,961.012996457126,1087.20093005366,750.368148895204,782.055214494128,923.329981174025,665.051264202075,855.470815730499,501.930186195075,310.715150236104,502.721720816056,710.051277559907,535.825933326296,580.874272564335,786.828696229857,777.359370619967,775.222040263793,790.189863941499,838.766278447355
DE,Iq_OMach,L,,,,,,,,,,,,,,,,,,,,,,,,,,512.508962361988,501.97234949568,484.885948782345,496.922286869464,495.633599823048,721.968552246001,799.590608822254,766.298578525216,828.259338958896,482.160809478353,534.838806763231,640.878718834392,920.916291430724,1060.98623090488,777.988704960429,704.956642649475,635.545258165497,732.05950550493,747.937579653936,805.852237784524,853.287797854636
DE,Iq_OMach,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,8607.25165837598,9000.33672597603,9765.2640137944,11921.3539751369,12574.5649584724,15168.3310572375,13355.0395539174,13021.3367788722,13081.0500103306,13021.9748340913,14472.0735236875,14616.439501147,18011.9956127056,18959.7566128367,14151.1796021048,13619.3054711478,14476.3986536417,13364.035206462,13447.7649509437,14595.3928960443,16028.8833687062
DE,Iq_OMach,O-U,,,,,,,,,,,,,,,,,,,,,,,,,,10194.4661326622,10138.3168743275,10037.0513943451,11306.2243852265,12708.9809371912,13317.2328888098,13525.0627563391,13809.0820385923,14628.4911457258,14694.2032845227,16281.8360331232,17864.4582977016,18143.3069497429,18697.9033698482,17831.494899967,18323.3711912674,19418.5087658321,20381.9763378741,19823.140857683,19538.7531486488,21709.46142833
DE,Iq_OMach,O,,,,,,,,,,,,,,,,,,,,,,,,,,2103.42307836655,2093.57543319008,1918.71390385019,2249.51008423144,2558.75080699443,2291.59664917754,2508.27777032239,2769.7291999739,3181.58221271276,3039.73562795863,3456.0532200392,4322.18514780552,3127.45979884609,3699.71858220429,5437.36636995064,5599.44163492323,5742.79477882226,6177.98928729102,5265.56320168961,3862.01733620613,5420.07657262816
DE,Iq_OMach,P,,,,,,,,,,,,,,,,,,,,,,,,,,1280.60211224209,1183.49365473125,1125.00571874967,1156.59720947124,1309.32227495144,1326.14760048651,1458.92703960881,1451.51545374117,1457.33188848411,1447.89198508256,1443.41030648337,1531.72124387321,1646.13790093526,1860.72119102403,1915.95050364085,1930.73511719804,1962.58641193574,1883.14896116692,1909.61920139772,1980.25046714455,2069.91093101408
DE,Iq_OMach,Q,,,,,,,,,,,,,,,,,,,,,,,,,,5485.05678333464,5563.62190118458,5707.76939034482,6473.27989770152,7254.4807306488,7999.84148476395,7791.76056781102,7869.8700336785,8191.69976518799,8378.92114462951,8952.93807751035,9599.43486371428,10504.0418049516,10911.3145078743,8539.07850704312,8877.97230591822,9845.54151798833,10507.628666294,10813.6840938338,11759.8422759874,12189.6473852202
DE,Iq_OMach,R-S,,,,,,,,,,,,,,,,,,,,,,,,,,1325.38415871887,1297.62588522162,1285.56238140047,1426.83719382236,1586.42712459656,1699.64715438184,1766.09737859684,1717.96735119871,1797.87727934089,1827.65452685204,2429.43442909031,2411.11704230857,2865.66744500993,2226.14908874562,1939.09951933241,1915.22213322793,1867.58605708582,1813.20942312208,1834.2743607619,1936.64306931063,2029.8265394675
DE,Iq_OMach,R,,,,,,,,,,,,,,,,,,,,,,,,,,840.365872978854,827.357549019568,844.564185051084,969.689519136321,1116.18325378781,1197.39248045389,1237.85515881113,1210.41307155984,1283.01025341794,1337.29187378376,1937.26181383088,1905.34181902577,2305.79912866014,1585.2986109146,1344.57130906894,1361.77109511525,1357.57729100541,1323.70080889264,1357.43538492676,1428.74187802782,1501.3083841042
DE,Iq_OMach,S,,,,,,,,,,,,,,,,,,,,,,,,,,485.018285740021,470.268336202052,440.998196349389,457.147674686035,470.243870808753,502.254673927945,528.242219785703,507.554279638872,514.867025922952,490.362653068281,492.172615259434,505.775223282799,559.868316349796,640.850477831024,594.528210263468,553.451038112674,510.00876608041,489.508614229443,476.838975835145,507.901191282802,528.518155363302
DE,Iq_OMach,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_OMach,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_OCon,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,137141.711929152,128779.49626348,123961.641178811,120599.816061565,121773.638272559,118400.793095438,116219.289940853,109104.333062206,105630.718277435,100707.558195819,97936.062920923,100860.525464097,102745.167804911,105707.134019404,102053.702909622,103856,109900.577310455,106243.515508531,104438.997886745,104854.46687966,103396.328932266
DE,Iq_OCon,MARKT,,,,,,,,,,,,,,,,,,,,,,,,,,81245.6782454802,74755.1910059567,70215.7009754454,68457.0786595901,67980.3326780966,63379.9806794359,61826.4979353252,57105.9310954137,53164.2750384454,52945.1383940288,52501.1745180209,50852.7408635468,51720.3720429462,55569.6397894466,53656.2885022285,53256,53517.0140511544,53322.9715946158,53278.8601514537,55458.2659431016,55149.3701925002
DE,Iq_OCon,A,,,,,,,,,,,,,,,,,,,,,,,,,,2277.7,2211.3,2162.6,2203.2,2185.8,2133,2158.7,2081.5,1769,1624.4,1704.9,1768.2,1729.7,1886.6,1838.6,1935,2129.1,2268.4,2240.2,2263,2177.1
DE,Iq_OCon,B,,,,,,,,,,,,,,,,,,,,,,,,,,130.6,111.3,137.4,145.3,84,130.6,57.4,76.6,56.3,36,65.3,59.8,63,68.3,66.2,54,58,58,56.2,70.2,62.5
DE,Iq_OCon,C,,,,,,,,,,,,,,,,,,,,,,,,,,7652.4,7506.3,6422.4,7109.1,7154.5,7306.4,7561.6,6306.9,5372.1,5542.5,5059.4,5415.3,6836.3,7261.4,5303.8,4494,5349.2,6191.4,6225.5,6408,6523.9
DE,Iq_OCon,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,1228.98470673525,1030.77313756724,747.782002534854,730.970553646782,813.508181501683,716.084174539743,668.285350907619,710.288170747251,619.195046439628,617.854981098891,597.20328574487,618.481688091196,699.071430082281,663.841086656794,685.243479053008,559,633.02796762154,671.660825453206,617.48306529653,635.582117433046,746.459569289446
DE,Iq_OCon,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,201.378580223473,165.062215758247,155.547874179053,146.424700809371,127.654636184287,131.667090157308,106.370678691178,71.8399128651379,70.7320184135156,106.211669578922,54.086335312743,101.426586995348,100.47168813588,88.8525762140632,63.7671184347703,54,84.3391013523339,91.6330521363727,72.8077047140685,74.9417720555382,163.030433538063
DE,Iq_OCon,16-18,,,,,,,,,,,,,,,,,,,,,,,,,,606.437210158686,495.186647274742,536.928217536582,600.687158438444,583.729836369966,704.534429789102,490.230084402821,393.96081248624,287.566238795932,416.852251573189,460.860648810664,410.116199589884,527.740761892675,434.049941275596,270.251120985455,241,253.017304057002,239.001672067034,257.13100778766,264.667777259433,308.658742147906
DE,Iq_OCon,19,,,,,,,,,,,,,,,,,,,,,,,,,,157.650659946376,184.684996652584,111.764028113838,209.83697281343,71.9507949402344,43.8890300524358,78.6218059891317,61.4115384169728,163.495321250913,50.2506823814255,68.7347177932775,55.1231451061672,81.4349472259238,63.3202267272634,58.7062360193123,43,46.5319179874945,40.6208375449899,62.669923045021,64.5068417693241,31.1406446083941
DE,Iq_OCon,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,985.028940978815,1304.33778885888,1042.74686023735,997.302096063827,785.656260879656,899.725116074934,802.404902300844,865.55507919771,677.172110713002,663.537419627459,974.680834281722,856.613674949838,806.9462952387,715.927079609866,681.194773120641,662,611.700838543939,563.023701786372,749.274226994148,771.23621115383,775.768411273817
DE,Iq_OCon,22-23,,,,,,,,,,,,,,,,,,,,,,,,,,951.657633398925,854.168109518203,808.848945731075,869.324601655637,689.335035395149,803.862234644614,715.689675106949,548.069012664681,425.551651766561,436.267287947831,431.563883849595,431.062994730227,485.436893203884,648.521676964714,439.284593661751,354,464.349764916873,464.777955165931,421.178747523156,433.523921890898,489.091300614189
DE,Iq_OCon,24-25,,,,,,,,,,,,,,,,,,,,,,,,,,738.771705734111,821.848235104001,750.086415485655,905.066064057924,1118.71881165139,947.079069552563,1149.26581107643,827.317706221105,635.428624436173,663.53741962746,548.750943693871,632.813705818799,967.700996256108,1197.97783792065,817.838598338006,621,713.489409141583,715.115674919939,712.40956637943,733.291010113051,718.066628617087
DE,Iq_OCon,26-27,,,,,,,,,,,,,,,,,,,,,,,,,,596.080597461479,592.146270517349,428.620808848946,566.09864643623,711.384472554253,777.29782171814,1231.35622615331,652.352757146333,387.286789346135,845.12511277852,485.650219162338,566.665931691398,739.260105336633,664.862380636266,549.611830318734,532,697.978769812418,693.388250186572,606.423667112115,624.198557120812,553.204392455001
DE,Iq_OCon,28,,,,,,,,,,,,,,,,,,,,,,,,,,779.047421778806,730.660018006787,736.25993778085,833.583139253349,885.458976441917,997.897946455383,949.24268701584,790.239041516517,733.989633700908,641.83826132639,594.949688440173,794.87575243093,1264.88567379487,1381.8107542256,891.727481603692,627,613.639668460084,939.002616737674,893.968019906917,920.171125238887,1047.79110094126
DE,Iq_OCon,29-30,,,,,,,,,,,,,,,,,,,,,,,,,,942.451755445852,986.910450862248,752.390828436456,918.90146885881,1015.43460601137,954.008916402947,1055.61336570702,1100.77285841744,1149.10541389826,886.239307454232,615.232064182451,674.707296099486,856.65334094803,1033.54950722565,595.159772057856,571,882.167611846251,1482.18823507184,1526.19694944933,1570.93132308824,1336.30001422491
DE,Iq_OCon,31-33,,,,,,,,,,,,,,,,,,,,,,,,,,464.896836630188,340.512962578203,351.422974997119,330.896764821177,351.630497853081,330.322699868333,314.487223956527,285.042234916515,222.631926809754,214.707461084273,227.61332777446,273.410799726589,306.703047993739,368.687126589389,251.019767806715,230,348.989384906209,290.958557298998,305.976683102161,314.945168638465,354.453807748485
DE,Iq_OCon,D-E,,,,,,,,,,,,,,,,,,,,,,,,,,25543.8741186785,21688.6116336518,19937.5281031821,17009.8264851978,16424.2702585766,14681.3188237274,13471.4055319528,12453.4169319971,11837.96336542,11865.1984776633,10990.3243646463,11211.0864214247,10659.3479323134,10435.7553469336,12734.3105796933,10881,11023.9683690995,10814.9030233589,10883.3654867558,11754.5359190007,11771.9712113461
DE,Iq_OCon,F,,,,,,,,,,,,,,,,,,,,,,,,,,2308.1,1996.8,1340.9,1195.1,1263.9,1067.9,707.7,565,511.2,396.6,343.5,337.8,381.1,451.5,468.9,543,603,603,547.5,780.1,792.6
DE,Iq_OCon,G,,,,,,,,,,,,,,,,,,,,,,,,,,6093.1,5773.4,5893.8,5934.9,5899.2,5667.1,5390,5818.4,4689.9,4274.7,4473.5,4178.3,4779,5987.8,5440,4896,5261.2,6092.6,5667.1,5684.3,5687.2
DE,Iq_OCon,45,,,,,,,,,,,,,,,,,,,,,,,,,,774.326070901034,784.595088758766,821.052146036578,842.903925095706,819.206089509289,696.835925763284,753.463501579843,526.419535498533,804.074907757641,649.031594583786,634.716632281485,580.189719832341,602.135517529657,709.379344181863,556.045091306858,588,788.019773189881,668.145142263955,786.590246280946,788.970220048814,694.284354201783
DE,Iq_OCon,46,,,,,,,,,,,,,,,,,,,,,,,,,,2861.89069423929,2801.62936561205,2601.53601328444,2605.96835939302,2599.18079391049,2370.16663970231,2326.3619634032,2928.9333627077,1606.98953426311,1589.44180997543,1528.73135590354,1507.83145819546,2007.47113664984,2815.0298470848,1781.57252387753,1984,2200.25201124358,2974.56707403388,2299.97148035364,2306.93046797899,2350.50731558352
DE,Iq_OCon,47,,,,,,,,,,,,,,,,,,,,,,,,,,2456.84084194978,2187.14560140718,2471.22857999493,2486.04769152714,2480.82523990207,2600.13405135554,2310.15844724019,2363.09033776654,2278.79237927274,2036.22236188082,2310.00777894274,2090.2272225899,2169.38103855149,2463.40665630877,3102.30621980493,2324,2272.94756227586,2449.8655216345,2580.56800095679,2588.37598507243,2642.41212168389
DE,Iq_OCon,H,,,,,,,,,,,,,,,,,,,,,,,,,,14990.7,13390,12700.5,13066.1,13937,10960.1,10748.5,10275.9,10307.2,11517.6,11127.2,10986.2,11235.6,12630,12998.2,13057,12490.3,11154.6,11537.2,11795.7,11495.4
DE,Iq_OCon,49-52,,,,,,,,,,,,,,,,,,,,,,,,,,14417.3943724089,13000.8449326277,12297.8323602443,12801.7910582094,13675.9898292771,10496.921575884,10395.8672581279,9917.7299820955,10061.1666078161,11106.1282149023,10450.8060403131,10561.0740001735,10946.2468524338,12486.0287380049,12809.7433841219,12870,12304.1065699268,10947.7233755161,11240.3173825364,11492.1544629701,11311.6421631127
DE,Iq_OCon,53,,,,,,,,,,,,,,,,,,,,,,,,,,573.34391814413,389.113710143639,402.657539762432,264.383592466755,261.07882310207,463.165449876078,352.630692346566,358.089885093942,246.033282835761,411.462654438639,676.319932589751,425.088921662184,289.263937735417,143.992105607637,188.452285485164,187,186.263323678847,206.92231791315,296.83936749656,303.489994620689,183.768017940193
DE,Iq_OCon,I,,,,,,,,,,,,,,,,,,,,,,,,,,1519.1,1469.2,1434.4,1496.9,1590.5,1193.7,1101,950.1,898.9,904.7,1077.9,1014.4,1148.4,1074.1,1068,1574,1505.1,1529.1,1369.1,1391.1,1392.1
DE,Iq_OCon,J,,,,,,,,,,,,,,,,,,,,,,,,,,3767.2,3798.1,3250.4,2519.2,2518,2560.4,3152.8,2062,2212.4,1907.7,2311.1,1102.9,1199.3,644.3,681.9,696,471,519.4,476.8,534.2,531.5
DE,Iq_OCon,58-60,,,,,,,,,,,,,,,,,,,,,,,,,,305.703375088777,276.100473635772,285.93386225447,301.256181435798,324.790836996316,338.813470677854,307.426046956482,298.514317205906,259.677307665674,270.754032988943,277.687579079376,275.995005804657,255.413075467732,257.716268593113,109.099725230322,220,113.384178546163,160.186536748119,131.475394657655,147.288284937069,118.70440615468
DE,Iq_OCon,61,,,,,,,,,,,,,,,,,,,,,,,,,,3210.40009057878,3248.10882399156,2633.30394882575,1796.16893082476,1767.41303524497,1789.57182163404,2421.83408102384,1548.83005350295,1695.404288715,1502.17509516041,1853.11670716277,630.845727553501,762.034895942821,185.677469104487,185.873605947955,149,165.715337875161,118.481166233815,152.770705059951,171.144838131101,90.8268562244139
DE,Iq_OCon,62-63,,,,,,,,,,,,,,,,,,,,,,,,,,251.150247547682,273.85575433792,331.140796998259,421.758654010118,425.785867581743,432.044023012029,423.564775806709,214.700681990402,257.369064930868,134.810585463114,180.272984805563,196.044071583467,181.837292411184,200.896933785182,386.899951511233,327,191.88091753966,240.753729787113,192.583676681635,215.74622018951,321.940737904358
DE,Iq_OCon,K,,,,,,,,,,,,,,,,,,,,,,,,,,6994.5,6560.2,6825.3,7219,5548.4,6230.9,6297.3,5539.8,4330.3,4402.7,4523.8,3775.4,2715.4,4385.5,3300.1,5067,4714.8,5096.4,5191.1,5357.3,5363.9
DE,Iq_OCon,L,,,,,,,,,,,,,,,,,,,,,,,,,,11438.3,9613.7,9968.2,8467.1,9204.9,11156.4,11325.1,10407,11912.3,9786.7,8236.5,11673.1,12576.3,11375.3,9454.7,10676,15472.7,13824.4,12736.5,10225.5,9694.9
DE,Iq_OCon,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,4070.4,4687.3,4494.1,4787.2,5018,5288.9,5102.6,5303.5,5403,4868.1,5142,5027.8,4730.3,4288.1,3407.9,3646,3433.1,3287.2,3424.3,3795.1,3665
DE,Iq_OCon,O-U,,,,,,,,,,,,,,,,,,,,,,,,,,49674.4654930993,49271.6101939031,48923.6309901386,48898.6316934024,50456.153143019,49958.5884874069,49121.3673203931,47245.2499261957,46494.7442756831,43555.035148794,42775.1732460107,44497.5197393863,44907.003042941,45317.1632197733,45272.7920004245,46337,47340.6100402551,44777.0028422639,44101.5007946147,44930.1087029649,44388.0604944083
DE,Iq_OCon,O,,,,,,,,,,,,,,,,,,,,,,,,,,23210.1,22914.4,22882.9,23160.8,23943.4,23679.3,23267.3,22528,22173.2,20669.1,19843.1,20535,20199.9,20507.4,20265,19713,20491.7,19754.4,19691.3,20063.9,19657.8
DE,Iq_OCon,P,,,,,,,,,,,,,,,,,,,,,,,,,,8097.8,8394.4,8359.5,7743.1,7768.8,7504.6,7222.1,7067.6,6776,6403,6310.8,6698.7,6678.8,6620.7,6702.9,8308,8499.9,7110,6971.2,6946.3,6735.3
DE,Iq_OCon,Q,,,,,,,,,,,,,,,,,,,,,,,,,,12582.7,12441,12062.5,12162.5,12367.2,12497,12436.3,11869.7,11695.9,10830.5,10877,11230.5,11745.9,11688.8,11961.3,11903,11874.4,12223.2,11788.7,12301.8,12316
DE,Iq_OCon,R-S,,,,,,,,,,,,,,,,,,,,,,,,,,5825.14569990066,5577.23266651304,5669.42989804704,5865.91069294155,6402.28814404939,6297.41370805485,6210.22000817656,5798.25516074297,5862.92879055588,5662.74106876865,5748.169029408,6037.53479298693,6281.76349084839,6498.43383197467,6342.5545764499,6413,6475.69411712733,5693.73903631643,5655.73812063138,5623.63846848332,5682.01544963671
DE,Iq_OCon,R,,,,,,,,,,,,,,,,,,,,,,,,,,4088.8,3942.6,4052.9,4292.3,4825.7,4807.5,4728.4,4413.5,4561.3,4541,4674.8,4877.7,5049.4,5281.5,5188.9,5204,5210.8,4548.3,4540.5,4528.5,4586.8
DE,Iq_OCon,S,,,,,,,,,,,,,,,,,,,,,,,,,,1730.4,1629.4,1612.1,1570.5,1575.1,1489.7,1481.6,1384.6,1301.3,1121,1072.1,1158.8,1231.4,1216.6,1153.8,1209,1265,1145.5,1115.3,1095.1,1095.1
DE,Iq_OCon,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_OCon,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,165396.4,165249.8,165729.6,166502.5,168821.4,163237.5,153602.4,144420.4,141581.8,136824.2,131000.5,138969.8,136517.7,132213.2,127762.1,133266,146579.3,151550.1,150390.7,154841.8,157094
DE,Iq_RStruc,MARKT,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,A,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,B,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,C,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,16-18,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,19,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,22-23,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,24-25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,26-27,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,28,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,29-30,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,31-33,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,D-E,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,F,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,G,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,45,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,46,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,47,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,H,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,49-52,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,53,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,I,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,J,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,58-60,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,61,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,62-63,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,K,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,L,,,,,,,,,,,,,,,,,,,,,,,,,,165396.4,165249.8,165729.6,166502.5,168821.4,163237.5,153602.4,144420.4,141581.8,136824.2,131000.5,138969.8,136517.7,132213.2,127762.1,133266,146579.3,151550.1,150390.7,154841.8,157094
DE,Iq_RStruc,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,O-U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,O,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,P,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,Q,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,R-S,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,R,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,S,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_RStruc,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,639,673.5,239.4,169.1,306,182.8,408.7,180.9,248.9,250.3,291.6,323,222.5,676.5,311.3,302,296,297,295.3,296.1,292.6
DE,Iq_Cult,MARKT,,,,,,,,,,,,,,,,,,,,,,,,,,639,673.5,239.4,169.1,306,182.8,408.7,180.9,248.9,250.3,291.6,323,222.5,676.5,311.3,302,296,297,295.3,296.1,292.6
DE,Iq_Cult,A,,,,,,,,,,,,,,,,,,,,,,,,,,639,673.5,239.4,169.1,306,182.8,408.7,180.9,248.9,250.3,291.6,323,222.5,676.5,311.3,302,296,297,295.3,296.1,292.6
DE,Iq_Cult,B,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,C,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,16-18,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,19,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Iq_Cult,22-23,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
